Date,Covid cases,Oil,Bitcoin,S&P500,Gold
11/15/21,778,80.88,63557.87,4682.8,1866.1
11/16/21,506825,80.76,60161.25,4700.9,1853.6
11/17/21,615209,78.36,60368.01,4688.67,1869.7
11/18/21,779,79.01,56942.14,4704.54,1861
11/19/21,614637,76.1,58119.58,4697.96,1851.2
11/20/21,438016,#N/A,59697.2,#N/A,#N/A
11/21/21,780,#N/A,58730.48,#N/A,#N/A
11/22/21,704655,76.75,56289.29,4682.94,1806
11/23/21,592593,78.5,57569.07,4690.7,1783.5
11/24/21,781,78.39,56280.43,4701.46,1784.1
11/25/21,597221,#N/A,57274.68,#N/A,#N/A
11/26/21,613691,68.15,53569.77,4594.62,1785.3
11/27/21,782,#N/A,54815.08,#N/A,#N/A
11/28/21,389790,#N/A,57248.46,#N/A,#N/A
11/29/21,742339,69.95,57806.57,4655.27,1782.3
11/30/21,783,66.18,57005.43,4567,1773.6
12/1/21,702464,65.57,57229.83,4513.04,1781.6
12/2/21,707237,66.5,56477.82,4577.1,1760.7
12/3/21,784,66.26,53598.25,4538.43,1782
12/4/21,472210,#N/A,49200.7,#N/A,#N/A
12/5/21,419801,#N/A,49368.85,#N/A,#N/A
12/6/21,785,69.49,50582.62,4591.67,1777.5
12/7/21,639247,72.05,50700.09,4686.75,1782.6
12/8/21,711344,72.36,50504.8,4701.21,1783.4
12/9/21,786,70.94,47672.12,4667.45,1774.6
12/10/21,693534,71.67,47243.3,4712.02,1782.9
12/11/21,466904,#N/A,49362.51,#N/A,#N/A
12/12/21,787,#N/A,50098.34,#N/A,#N/A
12/13/21,693883,71.29,46737.48,4668.97,1786.3
12/14/21,636797,70.73,46612.63,4634.09,1770.4
12/15/21,788,70.87,48896.72,4709.85,1762.6
12/16/21,744227,72.38,47665.43,4668.67,1796.6
12/17/21,767566,70.86,46202.14,4620.64,1803.8
12/18/21,789,#N/A,46848.78,#N/A,#N/A
12/19/21,484956,#N/A,46707.02,#N/A,#N/A
12/20/21,810066,68.23,46880.28,4568.02,1793.7
12/21/21,790,71.12,48936.61,4649.23,1787.9
12/22/21,914483,72.76,48628.51,4696.56,1801.6
12/23/21,1012028,73.79,50784.54,4725.79,1811.2
12/24/21,791,#N/A,50822.2,#N/A,#N/A
12/25/21,681992,#N/A,50429.86,#N/A,#N/A
12/26/21,575479,#N/A,50809.52,#N/A,#N/A
12/27/21,792,75.57,50640.42,4791.19,1808.1
12/28/21,1336371,75.98,47588.86,4786.35,1810.2
12/29/21,1704867,76.56,46444.71,4793.06,1805.1
12/30/21,793,76.99,47178.12,4778.73,1812.7
12/31/21,1703038,75.21,46306.45,4766.18,1827.5
1/1/22,1203137,#N/A,47686.81,#N/A,#N/A
1/2/22,794,#N/A,47345.22,#N/A,#N/A
1/3/22,2338381,76.08,46458.12,4796.56,1799.4
1/4/22,2613427,76.99,45897.57,4793.54,1814
1/5/22,795,77.85,43569,4700.58,1824.6
1/6/22,2669222,79.46,43160.93,4696.05,1788.7
1/7/22,2953638,78.9,41557.9,4677.03,1797
1/8/22,796,#N/A,41733.94,#N/A,#N/A
1/9/22,2005082,#N/A,41911.6,#N/A,#N/A
1/10/22,3251715,78.23,41821.26,4670.29,1798.4
1/11/22,797,81.22,42735.86,4713.07,1818.6
1/12/22,3446654,82.64,43949.1,4726.35,1827.2
1/13/22,3187105,82.12,42591.57,4659.03,1821.2
1/14/22,798,83.82,43099.7,4662.85,1816.5
1/15/22,2427763,#N/A,43177.4,#N/A,#N/A
1/16/22,2171199,#N/A,43113.88,#N/A,#N/A
1/17/22,799,#N/A,42250.55,#N/A,#N/A
1/18/22,3764604,85.43,42375.63,4577.11,1812.3
1/19/22,4083281,86.96,41744.33,4532.76,1843.1
1/20/22,800,86.9,40680.42,4482.73,1842.5
1/21/22,3810117,85.14,36457.32,4397.94,1831.8
1/22/22,2649786,#N/A,35030.25,#N/A,#N/A
1/23/22,801,#N/A,36276.8,#N/A,#N/A
1/24/22,3632860,83.31,36654.33,4410.13,1841.7
1/25/22,3653814,85.6,36954,4356.45,1852.7
1/26/22,802,87.35,36852.12,4349.93,1829.9
1/27/22,3699732,86.61,37138.23,4326.51,1793.3
1/28/22,3678929,86.82,37784.33,4431.85,1784.9
1/29/22,803,#N/A,38138.18,#N/A,#N/A
1/30/22,2177019,#N/A,37917.6,#N/A,#N/A
1/31/22,3859475,88.15,38483.12,4515.55,1795
2/1/22,804,88.2,38743.27,4546.54,1800.3
2/2/22,3184645,88.26,36952.98,4589.38,1809.2
2/3/22,3194077,90.27,37154.6,4477.44,1803
2/4/22,805,92.31,41500.88,4500.53,1806.6
2/5/22,2103633,#N/A,41441.16,#N/A,#N/A
2/6/22,1762809,#N/A,42412.43,#N/A,#N/A
2/7/22,806,91.32,43840.29,4483.87,1820.6
2/8/22,2599690,89.36,44118.45,4521.54,1826.6
2/9/22,2432995,89.66,44338.8,4587.18,1835.2
2/10/22,807,89.88,43565.11,4504.08,1836.2
2/11/22,2424837,93.1,42407.94,4418.64,1840.8
2/12/22,1725111,#N/A,42244.47,#N/A,#N/A
2/13/22,808,#N/A,42197.52,#N/A,#N/A
2/14/22,2042884,95.46,42586.92,4401.67,1868
2/15/22,1870790,92.07,44575.2,4471.07,1854.8
2/16/22,809,93.66,43961.86,4475.01,1870.2
2/17/22,2062913,91.76,40538.01,4380.26,1900.7
2/18/22,1983434,91.07,40030.98,4348.87,1898.6
2/19/22,810,#N/A,40122.16,#N/A,#N/A
2/20/22,1193533,#N/A,38431.38,#N/A,#N/A
2/21/22,1705658,#N/A,37075.28,#N/A,#N/A
2/22/22,811,92.35,38286.03,4304.76,1906.1
2/23/22,1917488,92.1,37296.57,4225.5,1909.2
2/24/22,1787911,92.81,38332.61,4288.7,1925.1
2/25/22,812,91.59,39214.22,4384.65,1886.5
2/26/22,1273988,#N/A,39105.15,#N/A,#N/A
2/27/22,1052154,#N/A,37709.79,#N/A,#N/A
2/28/22,813,95.72,43193.23,4373.94,1899.4
3/1/22,1598737,103.41,44354.64,4306.26,1942.4
3/2/22,1659875,110.6,43924.12,4386.54,1920.9
3/3/22,814,107.67,42451.79,4363.49,1934.4
3/4/22,1762424,115.68,39137.61,4328.87,1965.1
3/5/22,1290331,#N/A,39400.59,#N/A,#N/A
3/6/22,815,#N/A,38419.98,#N/A,#N/A
3/7/22,1741473,119.4,38062.04,4201.09,1993.9
3/8/22,1584299,123.7,38737.27,4170.7,2040.1
3/9/22,816,108.7,41982.93,4277.88,1985.9
3/10/22,1870981,106.02,39437.46,4259.52,1998.1
3/11/22,1872600,109.33,38794.97,4204.31,1982.7
3/12/22,817,#N/A,38904.01,#N/A,#N/A
3/13/22,1137645,#N/A,37849.66,#N/A,#N/A
3/14/22,1997910,103.01,39666.75,4173.11,1959.6
3/15/22,818,96.44,39338.79,4262.45,1928.5
3/16/22,2238861,95.04,41143.93,4357.86,1908
3/17/22,2077904,102.98,40951.38,4411.67,1942.1
3/18/22,819,104.7,41801.16,4463.12,1928.2
3/19/22,1479379,#N/A,42190.65,#N/A,#N/A
3/20/22,960828,#N/A,41247.82,#N/A,#N/A
3/21/22,820,112.12,41078,4461.18,1928.6
3/22/22,1977223,111.76,42358.81,4511.61,1920.7
3/23/22,1803903,114.93,42892.96,4456.24,1936.6
3/24/22,821,112.34,43960.93,4520.16,1961.6
3/25/22,1759571,113.9,44348.73,4543.06,1953.8
3/26/22,1124409,#N/A,44500.83,#N/A,#N/A
3/27/22,822,#N/A,46820.49,#N/A,#N/A
3/28/22,1844297,105.96,47128,4575.52,1939.6
3/29/22,1751822,104.24,47465.73,4631.6,1912
3/30/22,823,107.82,47062.66,4602.45,1933.5
3/31/22,1563271,100.28,45538.68,4530.41,1949.2
4/1/22,1419022,99.27,46281.64,4545.86,1919.1
4/2/22,824,#N/A,45868.95,#N/A,#N/A
4/3/22,693145,#N/A,46453.57,#N/A,#N/A
4/4/22,1233350,103.28,46622.68,4582.64,1929.2
4/5/22,825,101.96,45555.99,4525.12,1922.9
4/6/22,1219971,96.23,43206.74,4481.15,1918.4
4/7/22,1278347,96.03,43503.85,4500.21,1933.8
4/8/22,826,98.26,42287.66,4488.28,1941.6
4/9/22,742255,#N/A,42782.14,#N/A,#N/A
4/10/22,561613,#N/A,42207.67,#N/A,#N/A
4/11/22,827,94.29,39521.9,4412.53,1944.3
4/12/22,1119586,100.6,40127.18,4397.45,1972.1
4/13/22,1075026,104.25,41166.73,4446.59,1981
4/14/22,828,106.95,39935.52,4392.59,1970.9
4/15/22,658985,#N/A,40553.46,#N/A,#N/A
4/16/22,554458,#N/A,40424.48,#N/A,#N/A
4/17/22,829,#N/A,39716.95,#N/A,#N/A
4/18/22,457261,108.21,40826.21,4391.69,1982.9
4/19/22,1018121,102.56,41502.75,4462.21,1955.7
4/20/22,830,102.75,41374.38,4459.45,1952.3
4/21/22,921700,103.79,40527.36,4393.66,1944.9
4/22/22,831509,102.07,39740.32,4271.78,1931
4/23/22,831,#N/A,39486.73,#N/A,#N/A
4/24/22,365353,#N/A,39469.29,#N/A,#N/A
4/25/22,637006,98.54,40458.31,4296.12,1893.2
4/26/22,832,101.7,38117.46,4175.2,1901.4
4/27/22,684393,102.02,39241.12,4183.96,1885.9
4/28/22,759275,105.36,39773.83,4287.5,1888.7
4/29/22,833,104.69,38609.82,4131.93,1909.3
4/30/22,353740,#N/A,37714.88,#N/A,#N/A
5/1/22,309421,#N/A,38469.09,#N/A,#N/A
5/2/22,834,105.17,38529.33,4155.38,1861.8
5/3/22,672055,102.41,37750.45,4175.48,1868.8
5/4/22,627495,107.81,39698.37,4300.17,1867
5/5/22,835,108.26,36575.14,4146.87,1874
5/6/22,630887,109.77,36040.92,4123.34,1881.2
5/7/22,339333,#N/A,35501.95,#N/A,#N/A
5/8/22,836,#N/A,34059.27,#N/A,#N/A
5/9/22,690427,103.09,30296.95,3991.24,1857.1
5/10/22,641261,99.76,31022.91,4001.05,1839.9
5/11/22,837,105.71,28936.36,3935.18,1852.6
5/12/22,652645,106.13,29047.75,3930.08,1823.8
5/13/22,572961,110.49,29283.1,4023.89,1807.4
5/14/22,838,#N/A,30101.27,#N/A,#N/A
5/15/22,373652,#N/A,31305.11,#N/A,#N/A
5/16/22,590430,114.2,29862.92,4008.01,1813.5
5/17/22,839,112.4,30425.86,4088.85,1818.2
5/18/22,760611,109.59,28720.27,3923.68,1815.9
5/19/22,596068,112.21,30314.33,3900.79,1841.2
5/20/22,840,113.23,29200.74,3901.36,1841.8
5/21/22,367163,#N/A,29432.23,#N/A,#N/A
5/22/22,315814,#N/A,30323.72,#N/A,#N/A
5/23/22,841,110.29,29098.91,3973.75,1847.8
5/24/22,594592,109.77,29655.59,3941.48,1865.1
5/25/22,643959,110.33,29562.36,3978.73,1846.2
5/26/22,842,114.09,29267.22,4057.84,1847.4
5/27/22,569656,115.07,28627.57,4158.24,1851.3
5/28/22,329029,#N/A,28814.9,#N/A,#N/A
5/29/22,843,#N/A,29445.96,#N/A,#N/A
5/30/22,344351,#N/A,31726.39,#N/A,#N/A
5/31/22,625345,114.67,31792.31,4132.15,1842.7
6/1/22,844,115.26,29799.08,4101.23,1843.3
6/2/22,530740,116.87,30467.49,4176.82,1866.5
6/3/22,543554,118.87,29704.39,4108.54,1845.4
6/4/22,845,#N/A,29832.91,#N/A,#N/A
6/5/22,262987,#N/A,29906.66,#N/A,#N/A
6/6/22,434909,118.5,31370.67,4121.43,1839.2
6/7/22,846,119.41,31155.48,4160.68,1847.5
6/8/22,706579,122.11,30214.36,4115.77,1851.9
6/9/22,565045,121.51,30112,4017.82,1848.8
6/10/22,847,120.67,29083.8,3900.86,1871.5
6/11/22,283791,#N/A,28360.81,#N/A,#N/A
6/12/22,198248,#N/A,26762.65,#N/A,#N/A
6/13/22,848,120.93,22487.39,3749.63,1828
6/14/22,857053,118.93,22206.79,3735.48,1809.5
6/15/22,722093,115.31,22572.84,3789.99,1815.3
6/16/22,849,117.59,20381.65,3666.77,1845.7
6/17/22,533013,109.56,20471.48,3674.84,1835.6
6/18/22,228591,#N/A,19017.64,#N/A,#N/A
6/19/22,850,#N/A,20553.27,#N/A,#N/A
6/20/22,755204,#N/A,20599.54,#N/A,#N/A
6/21/22,816064,110.65,20710.6,3764.79,1834.6
6/22/22,851,106.19,19987.03,3759.89,1834.3
6/23/22,783631,104.27,21085.88,3795.73,1825.7
6/24/22,777334,107.62,21231.66,3911.74,1826.5
6/25/22,852,#N/A,21502.34,#N/A,#N/A
6/26/22,286764,#N/A,21027.29,#N/A,#N/A
6/27/22,872384,109.57,20735.48,3900.11,1820.9
6/28/22,853,111.76,20280.63,3821.55,1817.5
6/29/22,932815,109.78,20104.02,3818.83,1813.7
6/30/22,1078183,105.76,19784.73,3785.38,1804.1
7/1/22,854,108.43,19269.37,3825.33,1798.9
7/2/22,359437,#N/A,19242.26,#N/A,#N/A
7/3/22,358484,#N/A,19297.08,#N/A,#N/A
7/4/22,855,#N/A,20231.26,#N/A,#N/A
7/5/22,1205292,99.5,20190.12,3831.39,1761.8
7/6/22,1225320,98.53,20548.25,3845.08,1734.9
7/7/22,856,102.73,21637.59,3902.62,1737.9
7/8/22,1006648,104.79,21731.12,3899.38,1740.6
7/9/22,503840,#N/A,21592.21,#N/A,#N/A
7/10/22,857,#N/A,20860.45,#N/A,#N/A
7/11/22,1053278,104.09,19970.56,3854.43,1730
7/12/22,1223023,95.84,19323.91,3818.8,1723.3
7/13/22,858,96.3,20212.07,3801.78,1734.2
7/14/22,1002368,95.78,20569.92,3790.38,1704.5
7/15/22,1002538,97.59,20836.33,3863.16,1702.4
7/16/22,859,#N/A,21190.32,#N/A,#N/A
7/17/22,459442,#N/A,20779.34,#N/A,#N/A
7/18/22,1198043,102.6,22485.69,3830.85,1709.2
7/19/22,860,104.22,23389.43,3936.69,1710
7/20/22,1602096,102.26,23231.73,3959.9,1699.5
7/21/22,1154072,96.35,23164.63,3998.95,1712.7
7/22/22,861,94.7,22714.98,3961.63,1727.1
7/23/22,636820,#N/A,22465.48,#N/A,#N/A
7/24/22,551091,#N/A,22609.16,#N/A,#N/A
7/25/22,862,96.7,21361.7,3966.84,1719
7/26/22,1196660,94.98,21239.75,3921.05,1717.7
7/27/22,1426625,97.26,22930.55,4023.61,1719.1
7/28/22,863,96.42,23843.89,4072.43,1750.3
7/29/22,1375405,98.62,23804.63,4130.29,1762.9
7/30/22,576251,#N/A,23656.21,#N/A,#N/A
7/31/22,864,#N/A,23336.9,#N/A,#N/A
8/1/22,873218,93.89,23314.2,4118.63,1769
8/2/22,1190579,94.42,22978.12,4091.19,1771.1
8/3/22,865,90.66,22846.51,4155.17,1758
8/4/22,1454180,88.54,22630.96,4151.94,1788.5
8/5/22,901333,89.01,23289.31,4145.19,1772.9
8/6/22,866,#N/A,22961.28,#N/A,#N/A
8/7/22,497924,#N/A,23175.89,#N/A,#N/A
8/8/22,816237,90.76,23809.49,4140.06,1786.8
8/9/22,867,90.5,23164.32,4122.47,1794
8/10/22,1027037,91.93,23947.64,4210.24,1795.6
8/11/22,1005474,94.34,23957.53,4207.27,1789.7
8/12/22,868,92.09,24402.82,4280.15,1798.6
8/13/22,636564,#N/A,24424.07,#N/A,#N/A
8/14/22,460754,#N/A,24319.33,#N/A,#N/A
8/15/22,869,89.41,24136.97,4297.14,1781.4
8/16/22,1083307,86.53,23883.29,4305.2,1773.2
8/17/22,990517,88.11,23336,4274.04,1760.3
8/18/22,870,90.5,23212.74,4283.74,1755.3
8/19/22,801468,90.77,20877.55,4228.48,1747.6
8/20/22,574428,#N/A,21166.06,#N/A,#N/A
8/21/22,871,#N/A,21534.12,#N/A,#N/A
8/22/22,711155,90.23,21398.91,4137.99,1734
8/23/22,889153,93.74,21528.09,4128.73,1746.8
8/24/22,872,94.89,21395.02,4140.77,1747.8
8/25/22,865005,92.52,21600.9,4199.12,1757.7
8/26/22,702355,93.06,20260.02,4057.66,1736.1
8/27/22,873,#N/A,20041.74,#N/A,#N/A
8/28/22,406245,#N/A,19616.81,#N/A,#N/A
8/29/22,577138,97.01,20297.99,4030.61,1736.6
8/30/22,874,91.64,19796.81,3986.16,1723.2
8/31/22,753179,89.55,20049.76,3955,1712.8
9/1/22,679764,86.61,20127.14,3966.85,1696.6
9/2/22,875,86.87,19969.77,3924.26,1709.8
9/3/22,376682,#N/A,19832.09,#N/A,#N/A
9/4/22,370389,#N/A,19986.71,#N/A,#N/A
9/5/22,876,#N/A,19812.37,#N/A,#N/A
9/6/22,673849,86.88,18837.67,3908.19,1700.4
9/7/22,616549,81.94,19290.32,3979.87,1715.3
9/8/22,877,83.54,19329.83,4006.18,1708
9/9/22,525628,86.79,21381.15,4067.36,1716.2
9/10/22,313232,#N/A,21680.54,#N/A,#N/A
9/11/22,878,#N/A,21769.26,#N/A,#N/A
9/12/22,485082,87.78,22370.45,4110.41,1728.1
9/13/22,548477,87.31,20296.71,3932.69,1705
9/14/22,879,88.48,20241.09,3946.01,1696.5
9/15/22,611298,85.1,19701.21,3901.35,1665.4
9/16/22,455896,85.11,19772.58,3873.33,1671.7
9/17/22,880,#N/A,20127.58,#N/A,#N/A
9/18/22,254577,#N/A,19419.51,#N/A,#N/A
9/19/22,416852,85.73,19544.13,3899.89,1666.2
9/20/22,881,84.45,18890.79,3855.93,1659.7
9/21/22,518178,82.94,18547.4,3789.93,1664.6
9/22/22,619640,83.49,19413.55,3757.99,1670.8
9/23/22,882,78.74,19297.64,3693.23,1645.3
9/24/22,265165,#N/A,18937.01,#N/A,#N/A
9/25/22,222923,#N/A,18802.1,#N/A,#N/A
9/26/22,883,76.71,19222.67,3655.04,1623.3
9/27/22,599539,78.5,19110.55,3647.29,1626.7
9/28/22,549958,82.15,19426.72,3719.04,1660.4
9/29/22,884,81.23,19573.05,3640.47,1658.5
9/30/22,472523,79.49,19431.79,3585.62,1662.4
10/1/22,241057,#N/A,19312.1,#N/A,#N/A
10/2/22,885,#N/A,19044.11,#N/A,#N/A
10/3/22,319866,83.63,19623.58,3678.43,1692.9
10/4/22,600189,86.52,20336.84,3790.93,1721.1
10/5/22,886,87.76,20160.72,3783.28,1711.4
10/6/22,640603,88.45,19955.44,3744.52,1711.7
10/7/22,575227,92.64,19546.85,3639.66,1700.5
10/8/22,887,#N/A,19416.57,#N/A,#N/A
10/9/22,218952,#N/A,19446.43,#N/A,#N/A
10/10/22,453633,91.13,19141.48,3612.39,1667.3
10/11/22,888,89.35,19051.42,3588.84,1678.7
10/12/22,550383,87.27,19157.45,3577.03,1670.3
10/13/22,662894,89.11,19382.9,3669.91,1670
10/14/22,889,85.61,19185.66,3583.07,1641.7
10/15/22,218089,#N/A,19067.63,#N/A,#N/A
10/16/22,192170,#N/A,19268.09,#N/A,#N/A
10/17/22,890,85.46,19550.76,3677.95,1657
10/18/22,628710,82.82,19334.42,3719.98,1649
10/19/22,526959,85.55,19139.54,3695.16,1627.5
10/20/22,891,85.98,19053.74,3665.78,1630.8
10/21/22,431214,85.05,19172.47,3752.75,1651
10/22/22,182341,#N/A,19208.19,#N/A,#N/A
10/23/22,892,#N/A,19567.01,#N/A,#N/A
10/24/22,385984,84.58,19345.57,3797.34,1648.7
10/25/22,594949,85.32,20095.86,3859.11,1652.8
10/26/22,893,87.91,20770.44,3830.6,1664
10/27/22,470873,89.08,20285.84,3807.3,1660.7
10/28/22,363848,87.9,20595.35,3901.06,1639.6
10/29/22,894,#N/A,20818.48,#N/A,#N/A
10/30/22,167313,#N/A,20635.6,#N/A,#N/A
10/31/22,300313,86.53,20495.77,3871.98,1635.9
11/1/22,895,88.37,20485.27,3856.1,1645
11/2/22,348330,90,20159.5,3759.69,1645.7
11/3/22,493607,88.17,20209.99,3719.89,1627.3
11/4/22,896,92.61,21147.23,3770.55,1672.5
11/5/22,201322,#N/A,21282.69,#N/A,#N/A
11/6/22,186643,#N/A,20926.49,#N/A,#N/A
11/7/22,897,91.79,20602.82,3806.8,1676.5
11/8/22,450816,88.91,18541.27,3828.11,1712.1
11/9/22,434025,85.83,15880.78,3748.57,1710.1
11/10/22,898,86.47,17586.77,3956.37,1750.3
11/11/22,488374,88.96,17034.29,3992.93,1766
11/12/22,242507,#N/A,16799.19,#N/A,#N/A
11/13/22,899,#N/A,16353.37,#N/A,#N/A
11/14/22,346839,85.87,16618.2,3957.25,1773.6
11/15/22,503749,86.92,16884.61,3991.73,1773.8
11/16/22,900,85.59,16669.44,3958.79,1773
11/17/22,479349,81.64,16687.52,3946.56,1760.8
11/18/22,630724,80.08,16697.78,3965.34,1751.9
11/19/22,901,#N/A,16711.55,#N/A,#N/A
11/20/22,222431,#N/A,16291.83,#N/A,#N/A
11/21/22,341582,79.73,15787.28,3949.94,1737.4
11/22/22,902,80.95,16189.77,4003.58,1738.3
11/23/22,590774,77.94,16610.71,4027.26,1744.9
11/24/22,420391,#N/A,16604.46,#N/A,#N/A
11/25/22,903,76.28,16521.84,4026.12,1753.3
11/26/22,270626,#N/A,16464.28,#N/A,#N/A
11/27/22,263461,#N/A,16444.63,#N/A,#N/A
11/28/22,904,77.24,16217.32,3963.94,1740.1
11/29/22,730695,78.2,16444.98,3957.63,1748.4
11/30/22,535781,80.55,17168.57,4080.11,1746
12/1/22,905,81.22,16967.13,4076.57,1801.1
12/2/22,761591,79.98,17088.66,4071.7,1795.9
12/3/22,299909,#N/A,16908.24,#N/A,#N/A
12/4/22,906,#N/A,17130.49,#N/A,#N/A
12/5/22,505489,76.93,16974.83,3998.84,1767.4
12/6/22,624510,74.25,17089.5,3941.26,1769.3
12/7/22,907,72.01,16848.13,3933.92,1785.5
12/8/22,809102,71.46,17233.47,3963.51,1788.7
12/9/22,670452,71.02,17133.15,3934.38,1798.1
12/10/22,908,#N/A,17128.72,#N/A,#N/A
12/11/22,299234,#N/A,17104.19,#N/A,#N/A
12/12/22,572753,73.17,17206.44,3990.56,1780.5
12/13/22,909,75.39,17781.32,4019.65,1813.9
12/14/22,685748,77.28,17815.65,3995.32,1807.5
12/15/22,750706,76.11,17364.87,3895.75,1777.2
12/16/22,910,74.29,16647.48,3852.36,1790
12/17/22,300473,#N/A,16795.09,#N/A,#N/A
12/18/22,283724,#N/A,16757.98,#N/A,#N/A
12/19/22,911,75.19,16439.68,3817.66,1787.7
12/20/22,708880,76.09,16906.3,3821.62,1815.9
12/21/22,720772,78.29,16817.54,3878.44,1815.9
12/22/22,912,77.49,16830.34,3822.39,1787
12/23/22,641445,79.56,16796.95,3844.82,1795.9
12/24/22,344379,#N/A,16847.76,#N/A,#N/A
12/25/22,913,#N/A,16841.99,#N/A,#N/A
12/26/22,519405,#N/A,16919.8,#N/A,#N/A
12/27/22,654155,79.53,16717.17,3829.25,1814.8
12/28/22,914,78.96,16552.57,3783.22,1807.9
12/29/22,671285,78.4,16642.34,3849.28,1819.5
12/30/22,582103,80.26,16602.59,3839.5,1819.7
12/31/22,915,#N/A,16547.5,#N/A,#N/A
1/1/23,314595,#N/A,16625.08,#N/A,#N/A
1/2/23,419721,#N/A,16688.47,#N/A,#N/A
1/3/23,916,76.93,16679.86,3824.14,1839.7
1/4/23,570452,72.84,16863.24,3852.97,1852.8
1/5/23,735250,73.67,16836.74,3808.1,1834.8
1/6/23,917,73.77,16951.97,3895.08,1864.2
1/7/23,357045,#N/A,16955.08,#N/A,#N/A
1/8/23,327450,#N/A,17091.14,#N/A,#N/A
1/9/23,918,74.63,17196.55,3892.09,1872.7
1/10/23,394941,75.12,17446.29,3919.25,1871.6
1/11/23,506549,77.41,17934.9,3969.61,1874.6
1/12/23,919,78.39,18869.59,3983.17,1895.5
1/13/23,435844,79.86,19909.57,3999.09,1918.4
1/14/23,221352,#N/A,20976.3,#N/A,#N/A
1/15/23,920,#N/A,20880.8,#N/A,#N/A
1/16/23,214618,#N/A,21169.63,#N/A,#N/A
1/17/23,352093,80.18,21161.52,3990.97,1907.2
1/18/23,921,79.48,20688.78,3928.86,1904.4
1/19/23,324498,80.33,21086.79,3898.85,1922.1
1/20/23,341720,81.31,22676.55,3972.61,1926.4
1/21/23,922,#N/A,22777.62,#N/A,#N/A
1/22/23,114427,#N/A,22720.42,#N/A,#N/A
1/23/23,171054,81.62,22934.43,4019.81,1927.1
1/24/23,923,80.13,22636.47,4016.95,1933.9
1/25/23,294220,80.15,23117.86,4016.22,1941.2
1/26/23,281749,81.01,23032.78,4060.43,1929.1
1/27/23,924,79.68,23078.73,4070.56,1928.6
1/28/23,133363,#N/A,23031.09,#N/A,#N/A
1/29/23,123847,#N/A,23774.57,#N/A,#N/A
1/30/23,925,77.9,22840.14,4017.77,1922.9
1/31/23,230657,78.87,23139.28,4076.6,1929.5
2/1/23,297815,76.41,23723.77,4119.21,1927.8
2/2/23,926,75.88,23471.87,4179.76,1916.3
2/3/23,238059,73.39,23449.32,4136.48,1862.9
2/4/23,102739,#N/A,23331.85,#N/A,#N/A
2/5/23,927,#N/A,22955.67,#N/A,#N/A
2/6/23,145987,74.11,22760.11,4111.08,1866.2
2/7/23,197777,77.14,23264.29,4164,1871.7
2/8/23,928,78.47,22939.4,4117.86,1877.4
2/9/23,258903,78.06,21819.04,4081.5,1866.2
2/10/23,142083,79.72,21651.18,4090.46,1862.8
2/11/23,929,#N/A,21870.88,#N/A,#N/A
2/12/23,77646,#N/A,21788.2,#N/A,#N/A
2/13/23,137954,80.14,21808.1,4137.29,1851.9
2/14/23,930,79.06,22220.8,4136.13,1854
2/15/23,239908,78.59,24307.84,4147.6,1834.2
2/16/23,207893,78.49,23623.47,4090.41,1842
2/17/23,931,76.34,24565.6,4079.09,1840.4
2/18/23,90963,#N/A,24641.28,#N/A,#N/A
2/19/23,86433,#N/A,24327.64,#N/A,#N/A
2/20/23,932,#N/A,24829.15,#N/A,#N/A
2/21/23,180132,76.16,24436.35,3997.34,1833
2/22/23,246103,73.95,24188.84,3991.05,1832
2/23/23,933,75.39,23947.49,4012.32,1818
2/24/23,142426,76.32,23198.13,3970.04,1808.8
2/25/23,45451,#N/A,23175.38,#N/A,#N/A
2/26/23,934,#N/A,23561.21,#N/A,#N/A
2/27/23,127025,75.68,23522.87,3982.24,1817
2/28/23,150799,77.05,23147.35,3970.15,1828.9
3/1/23,935,77.69,23646.55,3951.39,1837.7
3/2/23,189059,78.16,23475.47,3981.35,1833.5
3/3/23,182669,79.68,22362.68,4045.64,1847.7
3/4/23,936,#N/A,22353.35,#N/A,#N/A
3/5/23,56126,#N/A,22435.51,#N/A,#N/A
3/6/23,58040,80.46,22429.76,4048.42,1847.9
3/7/23,937,77.58,22219.77,3986.37,1813.9
3/8/23,179446,76.66,21718.08,3992.01,1812.7
3/9/23,177325,75.72,20363.02,3918.32,1829.3
3/10/23,0,76.68,20187.24,3861.59,1862
3/11/23,0,#N/A,20632.41,#N/A,#N/A
3/12/23,0,#N/A,22163.95,#N/A,#N/A
3/13/23,0,74.8,24197.53,3855.76,1911.7
3/14/23,0,71.33,24746.07,3919.29,1906.2
3/15/23,0,67.61,24375.96,3891.93,1926.6
3/16/23,0,68.35,25052.79,3960.28,1919
3/17/23,0,66.74,27423.93,3916.64,1969.8
3/18/23,0,#N/A,26965.88,#N/A,#N/A
3/19/23,0,#N/A,28038.68,#N/A,#N/A
3/20/23,0,67.64,27767.24,3951.57,1979.2
3/21/23,0,69.33,28175.82,4002.87,1938
3/22/23,0,70.9,27307.44,3936.97,1946.8
3/23/23,0,69.96,28333.97,3948.72,1993.8
3/24/23,0,69.26,27493.29,3970.99,1982.1
3/25/23,0,#N/A,27494.71,#N/A,#N/A
3/26/23,0,#N/A,27994.33,#N/A,#N/A
3/27/23,0,72.81,27139.89,3977.53,1952.4
3/28/23,0,73.2,27268.13,3971.27,1972.4
3/29/23,0,72.97,28348.44,4027.81,1966.1
