Date,Covid cases,Oil,Bitcoin,S&P500,Gold
7/1/20,215128,39.82,9228.33,3115.86,1773.2
7/2/20,611,40.65,9123.41,3130.01,1784
7/3/20,202638,#N/A,9087.3,#N/A,#N/A
7/4/20,189714,#N/A,9132.49,#N/A,#N/A
7/5/20,612,#N/A,9073.94,#N/A,#N/A
7/6/20,168273,40.63,9375.47,3179.72,1788.5
7/7/20,209569,40.62,9252.28,3145.32,1804.2
7/8/20,613,40.9,9428.33,3169.94,1815.5
7/9/20,224596,39.62,9277.97,3152.05,1799.2
7/10/20,232881,40.55,9278.81,3185.04,1798.2
7/11/20,614,#N/A,9240.35,#N/A,#N/A
7/12/20,192932,#N/A,9276.5,#N/A,#N/A
7/13/20,194478,40.1,9243.61,3155.22,1811
7/14/20,615,40.29,9243.21,3197.52,1810.6
7/15/20,229786,41.2,9192.84,3226.56,1811.4
7/16/20,244912,40.75,9132.23,3215.57,1798.7
7/17/20,616,40.59,9151.39,3224.73,1808.3
7/18/20,235341,#N/A,9159.04,#N/A,#N/A
7/19/20,211891,#N/A,9185.82,#N/A,#N/A
7/20/20,617,40.81,9164.23,3251.84,1815.9
7/21/20,243021,41.96,9374.89,3257.3,1842.4
7/22/20,275356,41.9,9525.36,3276.02,1864.1
7/23/20,618,41.07,9581.07,3235.66,1889.1
7/24/20,283506,41.29,9536.89,3215.63,1897.3
7/25/20,249557,#N/A,9677.11,#N/A,#N/A
7/26/20,619,#N/A,9905.17,#N/A,#N/A
7/27/20,234386,41.6,10990.87,3239.41,1931
7/28/20,263887,41.04,10912.82,3218.44,1944.7
7/29/20,620,41.27,11100.47,3258.44,1953.5
7/30/20,281781,39.92,11111.21,3246.22,1942.3
7/31/20,287462,40.27,11323.47,3271.12,1962.8
8/1/20,621,#N/A,11759.59,#N/A,#N/A
8/2/20,230611,#N/A,11053.61,#N/A,#N/A
8/3/20,206057,41.01,11246.35,3294.61,1966
8/4/20,622,41.7,11205.89,3306.51,2001.2
8/5/20,275156,42.19,11747.02,3327.77,2031.1
8/6/20,286702,41.95,11779.77,3349.16,2051.5
8/7/20,623,41.22,11601.47,3351.28,2010.1
8/8/20,265227,#N/A,11754.05,#N/A,#N/A
8/9/20,232995,#N/A,11675.74,#N/A,#N/A
8/10/20,624,41.94,11878.11,3360.47,2024.4
8/11/20,265563,41.61,11410.53,3333.69,1932.6
8/12/20,275070,42.67,11584.93,3380.35,1934.9
8/13/20,625,42.24,11784.14,3373.43,1956.7
8/14/20,307073,42.01,11768.87,3372.85,1937
8/15/20,249026,#N/A,11865.7,#N/A,#N/A
8/16/20,626,#N/A,11892.8,#N/A,#N/A
8/17/20,212882,42.89,12254.4,3381.99,1985
8/18/20,259404,42.89,11991.23,3389.78,1999.4
8/19/20,627,42.93,11758.28,3374.85,1958.7
8/20/20,271479,42.58,11878.37,3385.51,1933.8
8/21/20,261953,42.34,11592.49,3397.16,1934.6
8/22/20,628,#N/A,11681.83,#N/A,#N/A
8/23/20,202759,#N/A,11664.85,#N/A,#N/A
8/24/20,228100,42.62,11774.6,3431.28,1927.7
8/25/20,629,43.35,11366.13,3443.62,1911.8
8/26/20,281691,43.39,11488.36,3478.73,1940.7
8/27/20,287263,43.04,11323.4,3484.55,1921.6
8/28/20,630,42.97,11542.5,3508.01,1964.6
8/29/20,260734,#N/A,11506.87,#N/A,#N/A
8/30/20,219738,#N/A,11711.51,#N/A,#N/A
8/31/20,631,42.61,11680.82,3500.31,1967.6
9/1/20,266884,42.76,11970.48,3526.65,1968.2
9/2/20,281890,41.51,11414.03,3580.84,1934.4
9/3/20,632,41.37,10245.3,3455.06,1927.6
9/4/20,301732,39.77,10511.81,3426.96,1923.9
9/5/20,273721,#N/A,10169.57,#N/A,#N/A
9/6/20,633,#N/A,10280.35,#N/A,#N/A
9/7/20,217283,#N/A,10369.56,#N/A,#N/A
9/8/20,246512,36.76,10131.52,3331.84,1933
9/9/20,634,38.05,10242.35,3398.96,1944.7
9/10/20,304393,37.3,10363.14,3339.19,1954.2
9/11/20,316362,37.33,10400.92,3340.97,1937.8
9/12/20,635,#N/A,10442.17,#N/A,#N/A
9/13/20,248835,#N/A,10323.76,#N/A,#N/A
9/14/20,267140,37.26,10680.84,3383.54,1953.1
9/15/20,636,38.28,10796.95,3401.2,1956.3
9/16/20,304952,40.16,10974.91,3385.49,1960.2
9/17/20,315573,40.97,10948.99,3357.01,1940
9/18/20,637,41.11,10944.59,3319.47,1952.1
9/19/20,293119,#N/A,11094.35,#N/A,#N/A
9/20/20,255129,#N/A,10938.27,#N/A,#N/A
9/21/20,638,39.31,10462.26,3281.06,1901.2
9/22/20,284319,39.6,10538.46,3315.57,1898.6
9/23/20,311653,39.93,10246.19,3236.92,1859.9
9/24/20,639,40.31,10760.07,3246.59,1868.3
9/25/20,330614,40.25,10692.72,3298.46,1857.7
9/26/20,286111,#N/A,10750.72,#N/A,#N/A
9/27/20,640,#N/A,10775.27,#N/A,#N/A
9/28/20,261249,40.6,10709.65,3351.6,1872.8
9/29/20,282800,39.29,10844.64,3335.47,1894.3
9/30/20,641,40.22,10784.49,3363,1887.5
10/1/20,319112,38.72,10619.45,3380.8,1908.4
10/2/20,329505,37.05,10575.97,3348.42,1900.2
10/3/20,642,#N/A,10549.33,#N/A,#N/A
10/4/20,260532,#N/A,10669.58,#N/A,#N/A
10/5/20,311345,39.22,10793.34,3408.6,1912.5
10/6/20,643,40.67,10604.41,3360.97,1901.1
10/7/20,349194,39.95,10668.97,3419.44,1883.6
10/8/20,359321,41.19,10915.69,3446.83,1888.6
10/9/20,644,40.6,11064.46,3477.14,1919.5
10/10/20,355524,#N/A,11296.36,#N/A,#N/A
10/11/20,289494,#N/A,11384.18,#N/A,#N/A
10/12/20,645,39.43,11555.36,3534.22,1922.5
10/13/20,319372,40.2,11425.9,3511.93,1888.5
10/14/20,380784,41.04,11429.51,3488.67,1901.3
10/15/20,646,40.96,11495.35,3483.34,1903.2
10/16/20,410520,40.88,11322.12,3483.81,1900.8
10/17/20,372133,#N/A,11358.1,#N/A,#N/A
10/18/20,647,#N/A,11483.36,#N/A,#N/A
10/19/20,374950,40.83,11742.04,3426.92,1906.4
10/20/20,388874,41.46,11916.33,3443.12,1910.4
10/21/20,648,40.03,12823.69,3435.56,1924.6
10/22/20,482077,40.64,12965.89,3453.49,1901.1
10/23/20,493901,39.85,12931.54,3465.39,1902
10/24/20,649,#N/A,13108.06,#N/A,#N/A
10/25/20,358833,#N/A,13031.17,#N/A,#N/A
10/26/20,483044,38.56,13075.25,3400.97,1902.7
10/27/20,650,39.57,13654.22,3390.68,1908.8
10/28/20,521769,37.39,13271.29,3271.03,1876.2
10/29/20,551375,36.17,13437.88,3310.11,1865.6
10/30/20,651,35.79,13546.52,3269.96,1877.4
10/31/20,472105,#N/A,13781,#N/A,#N/A
11/1/20,439189,#N/A,13737.11,#N/A,#N/A
11/2/20,652,36.81,13550.49,3310.24,1890.4
11/3/20,565514,37.66,13950.3,3369.16,1908.5
11/4/20,492144,39.15,14133.71,3443.44,1894.6
11/5/20,653,38.79,15579.85,3510.45,1945.3
11/6/20,623183,37.14,15565.88,3509.44,1950.3
11/7/20,599191,#N/A,14833.75,#N/A,#N/A
11/8/20,654,#N/A,15479.57,#N/A,#N/A
11/9/20,509806,40.29,15332.32,3550.5,1853.2
11/10/20,570745,41.36,15290.9,3545.53,1875.4
11/11/20,655,41.45,15701.34,3572.66,1860.7
11/12/20,640195,41.12,16276.34,3537.01,1872.6
11/13/20,660934,40.13,16317.81,3585.15,1885.7
11/14/20,656,#N/A,16068.14,#N/A,#N/A
11/15/20,490228,#N/A,15955.59,#N/A,#N/A
11/16/20,525634,41.34,16716.11,3626.91,1887.3
11/17/20,657,41.43,17645.41,3609.53,1884.5
11/18/20,622265,41.82,17804.01,3567.79,1873.5
11/19/20,653986,41.74,17817.09,3581.87,1861.1
11/20/20,658,42.15,18621.31,3557.54,1872.6
11/21/20,592571,#N/A,18642.23,#N/A,#N/A
11/22/20,498080,#N/A,18370,#N/A,#N/A
11/23/20,659,43.06,18364.12,3577.59,1837.8
11/24/20,590786,44.91,19107.46,3635.41,1804.8
11/25/20,617079,45.71,18732.12,3629.65,1805.7
11/26/20,660,#N/A,17150.62,#N/A,#N/A
11/27/20,695342,45.53,17108.4,3638.35,1781.9
11/28/20,607567,#N/A,17717.41,#N/A,#N/A
11/29/20,661,#N/A,18177.48,#N/A,#N/A
11/30/20,506577,45.34,19625.84,3621.63,1775.7
12/1/20,614903,44.55,18803,3662.45,1814.1
12/2/20,662,45.28,19201.09,3669.01,1825.7
12/3/20,690597,45.64,19445.4,3666.72,1836.8
12/4/20,696359,46.26,18699.77,3699.12,1835.9
12/5/20,663,#N/A,19154.23,#N/A,#N/A
12/6/20,543941,#N/A,19345.12,#N/A,#N/A
12/7/20,534846,45.76,19191.63,3691.96,1861.8
12/8/20,664,45.6,18321.14,3702.25,1870.8
12/9/20,665350,45.52,18553.92,3672.82,1834.6
12/10/20,1495407,46.78,18264.99,3668.1,1833.6
12/11/20,665,46.57,18058.9,3663.46,1839.8
12/12/20,648690,#N/A,18803.66,#N/A,#N/A
12/13/20,538794,#N/A,19142.38,#N/A,#N/A
12/14/20,666,46.99,19246.64,3647.49,1828.7
12/15/20,648621,47.62,19417.08,3694.62,1852.3
12/16/20,717542,47.82,21310.6,3701.17,1856.1
12/17/20,667,48.36,22805.16,3722.48,1887.2
12/18/20,721438,49.1,23137.96,3709.41,1885.7
12/19/20,635505,#N/A,23869.83,#N/A,#N/A
12/20/20,668,#N/A,23477.29,#N/A,#N/A
12/21/20,546222,47.74,22803.08,3694.92,1879.2
12/22/20,651457,47.02,23783.03,3687.26,1866.6
12/23/20,669,48.12,23241.35,3690.01,1874.7
12/24/20,693391,48.23,23735.95,3703.06,1879.9
12/25/20,493224,#N/A,24664.79,#N/A,#N/A
12/26/20,670,#N/A,26437.04,#N/A,#N/A
12/27/20,413194,#N/A,26272.29,#N/A,#N/A
12/28/20,499185,47.62,27084.81,3735.36,1877.2
12/29/20,671,48,27362.44,3727.04,1879.7
12/30/20,725300,48.4,28840.95,3732.04,1891
12/31/20,839728,48.52,29001.72,3756.07,1893.1
1/1/21,672,#N/A,29374.15,#N/A,#N/A
1/2/21,604376,#N/A,32127.27,#N/A,#N/A
1/3/21,520330,#N/A,32782.02,#N/A,#N/A
1/4/21,673,47.62,31971.91,3700.65,1944.7
1/5/21,740890,49.93,33992.43,3726.86,1952.7
1/6/21,790913,50.63,36824.36,3748.14,1906.9
1/7/21,674,50.83,39371.04,3803.79,1912.3
1/8/21,835415,52.24,40797.61,3824.68,1834.1
1/9/21,756267,#N/A,40254.55,#N/A,#N/A
1/10/21,675,#N/A,38356.44,#N/A,#N/A
1/11/21,614474,52.25,35566.66,3799.61,1849.6
1/12/21,692536,53.21,33922.96,3801.19,1842.9
1/13/21,676,52.91,37316.36,3809.84,1853.6
1/14/21,759058,53.57,39187.33,3795.54,1850.3
1/15/21,783853,52.36,36825.37,3768.25,1829.3
1/16/21,677,#N/A,36178.14,#N/A,#N/A
1/17/21,527610,#N/A,35791.28,#N/A,#N/A
1/18/21,517247,#N/A,36630.07,#N/A,#N/A
1/19/21,678,52.98,36069.8,3798.91,1839.5
1/20/21,687206,53.24,35547.75,3851.85,1865.9
1/21/21,668756,53.13,30825.7,3853.07,1865.3
1/22/21,679,52.27,33005.76,3841.47,1855.7
1/23/21,576716,#N/A,32067.64,#N/A,#N/A
1/24/21,461982,#N/A,32289.38,#N/A,#N/A
1/25/21,680,52.77,32366.39,3855.36,1854.9
1/26/21,561312,52.61,32569.85,3849.62,1850.7
1/27/21,600964,52.85,30432.55,3750.77,1844.9
1/28/21,681,52.34,33466.1,3787.38,1837.9
1/29/21,588982,52.2,34316.39,3714.24,1847.3
1/30/21,514864,#N/A,34269.52,#N/A,#N/A
1/31/21,682,#N/A,33114.36,#N/A,#N/A
2/1/21,443002,53.55,33537.18,3773.86,1860.8
2/2/21,465454,54.76,35510.29,3826.31,1830.5
2/3/21,683,55.69,37472.09,3830.17,1832.2
2/4/21,471774,56.23,36926.07,3871.74,1788.9
2/5/21,536505,56.85,38144.31,3886.83,1810.9
2/6/21,684,#N/A,39266.01,#N/A,#N/A
2/7/21,351548,#N/A,38903.44,#N/A,#N/A
2/8/21,339917,57.97,46196.46,3915.59,1831.9
2/9/21,685,58.36,46481.11,3911.23,1835.3
2/10/21,440464,58.68,44918.18,3909.88,1840.6
2/11/21,443767,58.24,47909.33,3916.38,1824.9
2/12/21,686,59.47,47504.85,3934.83,1821.6
2/13/21,380488,#N/A,47105.52,#N/A,#N/A
2/14/21,308645,#N/A,48717.29,#N/A,#N/A
2/15/21,687,#N/A,47945.06,#N/A,#N/A
2/16/21,359793,60.05,49199.87,3932.59,1797.2
2/17/21,386379,61.14,52149.01,3931.33,1771.1
2/18/21,688,60.52,51679.8,3913.97,1773.4
2/19/21,409662,59.24,55888.13,3906.71,1775.8
2/20/21,375210,#N/A,56099.52,#N/A,#N/A
2/21/21,689,#N/A,57539.95,#N/A,#N/A
2/22/21,295569,61.49,54207.32,3876.5,1806.7
2/23/21,392742,61.67,48824.43,3881.37,1804.4
2/24/21,690,63.22,49705.33,3925.43,1796.4
2/25/21,452964,63.53,47093.85,3829.34,1774.4
2/26/21,441940,61.5,46339.76,3811.15,1728.1
2/27/21,691,#N/A,46188.45,#N/A,#N/A
2/28/21,307785,#N/A,45137.77,#N/A,#N/A
3/1/21,305501,60.64,49631.24,3901.82,1722.5
3/2/21,692,59.75,48378.99,3870.29,1733.1
3/3/21,441846,61.28,50538.24,3819.72,1715.3
3/4/21,458408,63.83,48561.17,3768.47,1700.2
3/5/21,693,66.09,48927.3,3841.94,1698
3/6/21,414027,#N/A,48912.38,#N/A,#N/A
3/7/21,374444,#N/A,51206.69,#N/A,#N/A
3/8/21,694,65.05,52246.52,3821.35,1677.7
3/9/21,414044,64.01,54824.12,3875.44,1716.6
3/10/21,458867,64.44,56008.55,3898.81,1721.5
3/11/21,695,66.02,57805.12,3939.34,1722.3
3/12/21,489248,65.61,57332.09,3943.34,1719.5
3/13/21,455596,#N/A,61243.09,#N/A,#N/A
3/14/21,696,#N/A,59302.32,#N/A,#N/A
3/15/21,354084,65.39,55907.2,3968.94,1728.9
3/16/21,467034,64.8,56804.9,3962.71,1730.6
3/17/21,697,64.6,58870.89,3974.12,1726.8
3/18/21,547929,60,57858.92,3915.46,1732.2
3/19/21,562539,61.42,58346.65,3913.1,1741.4
3/20/21,698,#N/A,58313.64,#N/A,#N/A
3/21/21,440469,#N/A,57523.42,#N/A,#N/A
3/22/21,421191,61.55,54529.14,3940.59,1737.8
3/23/21,699,57.76,54738.95,3910.52,1724.7
3/24/21,629699,61.18,52774.27,3889.14,1732.9
3/25/21,652193,58.56,51704.16,3909.52,1724.9
3/26/21,700,60.97,55137.31,3974.54,1732.2
3/27/21,584533,#N/A,55973.51,#N/A,#N/A
3/28/21,492654,#N/A,55950.75,#N/A,#N/A
3/29/21,701,61.56,57750.2,3971.09,1712.1
3/30/21,562206,60.55,58917.69,3958.55,1683.9
3/31/21,673896,59.16,58918.83,3972.89,1713.8
4/1/21,702,61.45,59095.81,4019.87,1726.5
4/2/21,644785,#N/A,59384.31,#N/A,#N/A
4/3/21,540350,#N/A,57603.89,#N/A,#N/A
4/4/21,703,#N/A,58758.55,#N/A,#N/A
4/5/21,496989,58.65,59057.88,4077.91,1727
4/6/21,607494,59.33,58192.36,4073.94,1741.5
4/7/21,704,59.77,56048.94,4079.95,1740.1
4/8/21,836056,59.6,58323.95,4097.17,1756.8
4/9/21,747318,59.32,58245,4128.8,1743.3
4/10/21,705,#N/A,59793.23,#N/A,#N/A
4/11/21,709612,#N/A,60204.96,#N/A,#N/A
4/12/21,613846,59.7,59893.45,4127.99,1731.2
4/13/21,706,60.18,63503.46,4141.59,1746.2
4/14/21,811314,63.15,63109.7,4124.66,1734.9
4/15/21,821231,63.46,63314.01,4170.42,1765.4
4/16/21,707,63.13,61572.79,4185.47,1779
4/17/21,793987,#N/A,60683.82,#N/A,#N/A
4/18/21,700110,#N/A,56216.18,#N/A,#N/A
4/19/21,708,63.38,55724.27,4163.26,1769.4
4/20/21,839597,62.44,56473.03,4134.94,1777.3
4/21/21,889242,61.35,53906.09,4173.42,1792.3
4/22/21,709,61.43,51762.27,4134.98,1781.2
4/23/21,907659,62.14,51093.65,4180.17,1777
4/24/21,824230,#N/A,50050.87,#N/A,#N/A
4/25/21,710,#N/A,49004.25,#N/A,#N/A
4/26/21,689050,61.91,54021.75,4187.62,1779.2
4/27/21,839122,62.94,55033.12,4186.72,1778
4/28/21,711,63.86,54824.7,4183.18,1773.2
4/29/21,894035,65.01,53555.11,4211.47,1768.1
4/30/21,891369,63.58,57750.18,4181.17,1767.3
5/1/21,712,#N/A,57828.05,#N/A,#N/A
5/2/21,687271,#N/A,56631.08,#N/A,#N/A
5/3/21,690457,64.49,57200.29,4192.66,1791.4
5/4/21,713,65.69,53333.54,4164.66,1775.8
5/5/21,842001,65.63,57424.01,4167.59,1784.1
5/6/21,872846,64.71,56396.52,4201.62,1815.5
5/7/21,714,64.9,57356.4,4232.6,1831.1
5/8/21,788298,#N/A,58803.78,#N/A,#N/A
5/9/21,649409,#N/A,58232.32,#N/A,#N/A
5/10/21,715,64.92,55859.8,4188.43,1837.5
5/11/21,725799,65.28,56704.57,4152.1,1835.9
5/12/21,767487,66.08,49150.54,4063.04,1822.6
5/13/21,716,63.82,49716.19,4112.5,1823.8
5/14/21,709565,65.37,49880.54,4173.85,1837.9
5/15/21,631612,#N/A,46760.19,#N/A,#N/A
5/16/21,717,#N/A,46456.06,#N/A,#N/A
5/17/21,543542,66.27,43537.51,4163.29,1867.5
5/18/21,619638,65.49,42909.4,4127.83,1867.8
5/19/21,718,63.36,37002.44,4115.68,1881.3
5/20/21,282306,62.05,40782.74,4159.12,1881.8
5/21/21,626475,63.58,37304.69,4155.86,1876.7
5/22/21,719,#N/A,37536.63,#N/A,#N/A
5/23/21,481623,#N/A,34770.58,#N/A,#N/A
5/24/21,451078,66.05,38705.98,4197.05,1884.6
5/25/21,720,66.07,38402.22,4188.13,1898.1
5/26/21,568428,66.21,39294.2,4195.99,1901.3
5/27/21,546897,66.85,38436.97,4200.88,1895.7
5/28/21,721,66.32,35697.61,4204.11,1902.5
5/29/21,480420,#N/A,34616.07,#N/A,#N/A
5/30/21,389947,#N/A,35678.13,#N/A,#N/A
5/31/21,722,#N/A,37332.86,#N/A,#N/A
6/1/21,460004,67.72,36684.93,4202.04,1902.9
6/2/21,487628,68.83,37575.18,4208.12,1907.5
6/3/21,723,68.81,39208.77,4192.85,1871.2
6/4/21,424891,69.62,36894.41,4229.89,1889.8
6/5/21,396651,#N/A,35551.96,#N/A,#N/A
6/6/21,724,#N/A,35862.38,#N/A,#N/A
6/7/21,321767,69.23,33560.71,4226.52,1896.8
6/8/21,370117,70.05,33472.63,4227.26,1892.2
6/9/21,725,69.96,37345.12,4219.55,1893.2
6/10/21,453504,70.29,36702.6,4239.18,1894.2
6/11/21,422037,70.91,37334.4,4247.44,1877.4
6/12/21,726,#N/A,35552.52,#N/A,#N/A
6/13/21,302801,#N/A,39097.86,#N/A,#N/A
6/14/21,309302,70.88,40218.48,4255.15,1864
6/15/21,727,72.12,40406.27,4246.59,1854.5
6/16/21,389175,72.15,38347.06,4223.7,1859.5
6/17/21,395995,71.04,38053.5,4221.86,1773.8
6/18/21,728,71.64,35787.25,4166.45,1767.9
6/19/21,347298,#N/A,35615.87,#N/A,#N/A
6/20/21,304764,#N/A,35698.3,#N/A,#N/A
6/21/21,729,73.66,31676.69,4224.79,1781.8
6/22/21,410214,73.06,32505.66,4246.44,1776.3
6/23/21,396623,73.08,33723.03,4241.84,1782.3
6/24/21,730,73.3,34662.44,4266.49,1775.6
6/25/21,417668,74.05,31637.78,4280.7,1776.6
6/26/21,362897,#N/A,32186.28,#N/A,#N/A
6/27/21,731,#N/A,34649.64,#N/A,#N/A
6/28/21,333018,72.91,34434.34,4290.61,1779.6
6/29/21,381208,72.98,35867.78,4291.8,1762.8
6/30/21,732,73.47,35040.84,4297.5,1770.8
7/1/21,435542,75.23,33572.12,4319.94,1775.9
7/2/21,442342,75.16,33897.05,4352.34,1782.6
7/3/21,733,#N/A,34668.55,#N/A,#N/A
7/4/21,327744,#N/A,35287.78,#N/A,#N/A
7/5/21,377917,#N/A,33746,#N/A,#N/A
7/6/21,734,73.37,34235.2,4343.54,1793.5
7/7/21,465242,72.2,33855.33,4358.13,1801.5
7/8/21,481879,72.94,32877.37,4320.82,1799.6
7/9/21,735,74.56,33798.01,4369.55,1810
7/10/21,421113,#N/A,33520.52,#N/A,#N/A
7/11/21,369892,#N/A,34240.19,#N/A,#N/A
7/12/21,736,74.1,33155.85,4384.63,1805.5
7/13/21,525659,75.25,32702.03,4369.21,1809.4
7/14/21,537982,73.13,32822.35,4374.3,1824.3
7/15/21,737,71.65,31780.73,4360.03,1828.4
7/16/21,595938,71.81,31421.54,4327.16,1814.5
7/17/21,488850,#N/A,31533.07,#N/A,#N/A
7/18/21,738,#N/A,31796.81,#N/A,#N/A
7/19/21,489467,66.42,30817.83,4258.49,1808.7
7/20/21,532419,67.42,29807.35,4323.06,1810.9
7/21/21,739,70.3,32110.69,4358.69,1802.9
7/22/21,565189,71.91,32313.11,4367.48,1805
7/23/21,728140,72.07,33581.55,4411.79,1801.4
7/24/21,740,#N/A,34292.45,#N/A,#N/A
7/25/21,445614,#N/A,35350.19,#N/A,#N/A
7/26/21,540627,71.91,37337.54,4422.3,1798.7
7/27/21,741,71.65,39406.94,4401.46,1799.5
7/28/21,650083,72.39,39995.91,4400.64,1799.5
7/29/21,642869,73.62,40008.42,4419.15,1831.2
7/30/21,742,73.95,42235.55,4395.26,1812.6
7/31/21,517345,#N/A,41626.2,#N/A,#N/A
8/1/21,483068,#N/A,39974.89,#N/A,#N/A
8/2/21,743,71.26,39201.95,4387.16,1818.1
8/3/21,634275,70.56,38152.98,4423.15,1810.1
8/4/21,680458,68.15,39747.5,4402.66,1810.5
8/5/21,744,69.09,40869.55,4429.1,1805.1
8/6/21,819526,68.28,42816.5,4436.52,1760
8/7/21,561269,#N/A,44555.8,#N/A,#N/A
8/8/21,745,#N/A,43798.12,#N/A,#N/A
8/9/21,619083,66.48,46365.4,4432.35,1723.4
8/10/21,645812,68.29,45585.03,4436.75,1728.8
8/11/21,746,69.25,45593.64,4442.41,1750.4
8/12/21,705742,69.09,44428.29,4460.83,1749
8/13/21,801795,68.44,47793.32,4468,1775.2
8/14/21,747,#N/A,47096.95,#N/A,#N/A
8/15/21,466691,#N/A,47047,#N/A,#N/A
8/16/21,664344,67.29,46004.48,4479.71,1786.9
8/17/21,748,66.59,44695.36,4448.08,1785
8/18/21,735643,65.46,44801.19,4400.27,1781.6
8/19/21,711734,63.69,46717.58,4405.8,1780.2
8/20/21,749,62.32,49339.18,4441.67,1781
8/21/21,559054,#N/A,48905.49,#N/A,#N/A
8/22/21,448080,#N/A,49321.65,#N/A,#N/A
8/23/21,750,65.64,49546.15,4479.53,1803.2
8/24/21,676773,67.54,47706.12,4486.23,1805.6
8/25/21,737411,68.36,48960.79,4496.19,1788.2
8/26/21,751,67.42,46942.22,4470,1792.2
8/27/21,751123,68.74,49058.67,4509.37,1816.6
8/28/21,557180,#N/A,48902.4,#N/A,#N/A
8/29/21,752,#N/A,48829.83,#N/A,#N/A
8/30/21,671851,69.21,47054.98,4528.79,1809
8/31/21,620662,68.5,47166.69,4522.68,1815
9/1/21,753,68.59,48847.03,4524.09,1813.1
9/2/21,676775,69.99,49327.72,4536.95,1808.7
9/3/21,723573,69.29,50025.38,4535.43,1830.9
9/4/21,754,#N/A,49944.62,#N/A,#N/A
9/5/21,446972,#N/A,51753.41,#N/A,#N/A
9/6/21,477773,#N/A,52633.54,#N/A,#N/A
9/7/21,755,68.35,46811.13,4520.03,1795.9
9/8/21,637711,69.3,46091.39,4514.07,1790.7
9/9/21,640145,68.14,46391.42,4493.28,1797.4
9/10/21,756,69.72,44883.91,4458.58,1789.6
9/11/21,468522,#N/A,45201.46,#N/A,#N/A
9/12/21,371403,#N/A,46063.27,#N/A,#N/A
9/13/21,757,70.45,44963.07,4468.73,1792
9/14/21,549829,70.46,47092.49,4443.05,1804.7
9/15/21,566851,72.61,48176.35,4480.7,1792.4
9/16/21,758,72.61,47783.36,4473.75,1754.6
9/17/21,623219,71.97,47267.52,4432.99,1749.4
9/18/21,523871,#N/A,48278.36,#N/A,#N/A
9/19/21,759,#N/A,47260.22,#N/A,#N/A
9/20/21,530191,70.29,42843.8,4357.73,1761.8
9/21/21,488680,70.56,40693.68,4354.19,1776
9/22/21,760,72.23,43574.51,4395.64,1776.7
9/23/21,547630,73.3,44895.1,4448.98,1747.7
9/24/21,549246,73.98,42839.75,4455.48,1749.7
9/25/21,761,#N/A,42716.59,#N/A,#N/A
9/26/21,355819,#N/A,43208.54,#N/A,#N/A
9/27/21,482769,75.45,42235.73,4443.11,1750
9/28/21,762,75.29,41034.54,4352.63,1735.8
9/29/21,490977,74.83,41564.36,4359.46,1721.5
9/30/21,489897,75.03,43790.89,4307.54,1755.3
10/1/21,763,75.88,48116.94,4357.04,1757
10/2/21,350642,#N/A,47711.49,#N/A,#N/A
10/3/21,309043,#N/A,48199.95,#N/A,#N/A
10/4/21,764,77.62,49112.9,4300.46,1766.2
10/5/21,422849,78.93,51514.81,4345.72,1759.6
10/6/21,507053,77.43,55361.45,4363.55,1760.5
10/7/21,765,78.3,53805.98,4399.76,1757.9
10/8/21,475420,79.35,53967.85,4391.34,1756.3
10/9/21,340204,#N/A,54968.22,#N/A,#N/A
10/10/21,766,#N/A,54771.58,#N/A,#N/A
10/11/21,387988,80.52,57484.79,4361.19,1754.6
10/12/21,438208,80.64,56041.06,4350.65,1758.3
10/13/21,767,80.44,57401.1,4363.8,1793.7
10/14/21,453396,81.31,57321.52,4438.26,1796.7
10/15/21,457986,82.28,61593.95,4471.37,1767.2
10/16/21,768,#N/A,60892.18,#N/A,#N/A
10/17/21,313301,#N/A,61553.62,#N/A,#N/A
10/18/21,427786,82.44,62026.08,4486.46,1764.8
10/19/21,769,82.96,64261.99,4519.63,1769.7
10/20/21,476309,83.87,65992.84,4536.19,1784.1
10/21/21,462050,82.5,62210.17,4549.78,1781.2
10/22/21,770,83.76,60692.27,4544.9,1795.5
10/23/21,370258,#N/A,61393.62,#N/A,#N/A
10/24/21,309203,#N/A,60930.84,#N/A,#N/A
10/25/21,771,83.76,63039.82,4566.48,1806
10/26/21,426471,84.65,60363.79,4574.79,1792.7
10/27/21,513997,82.66,58482.39,4551.68,1797.9
10/28/21,772,82.81,60622.14,4596.42,1801.6
10/29/21,494083,83.57,62227.96,4605.38,1783
10/30/21,374613,#N/A,61888.83,#N/A,#N/A
10/31/21,773,#N/A,61318.96,#N/A,#N/A
11/1/21,457645,84.05,61004.41,4613.67,1795.1
11/2/21,404449,83.91,63226.4,4630.65,1788.7
11/3/21,774,80.86,62970.05,4660.57,1763.6
11/4/21,517457,78.81,61452.23,4680.06,1793
11/5/21,524282,81.27,61125.68,4697.53,1816.4
11/6/21,775,#N/A,61527.48,#N/A,#N/A
11/7/21,340699,#N/A,63326.99,#N/A,#N/A
11/8/21,525048,81.93,67566.83,4701.7,1827.4
11/9/21,776,84.15,66971.83,4685.25,1830.2
11/10/21,573529,81.34,64995.23,4646.71,1847.6
11/11/21,520883,81.59,64949.96,4649.27,1863.2
11/12/21,777,80.79,64155.94,4682.85,1867.9
11/13/21,395724,#N/A,64469.53,#N/A,#N/A
11/14/21,348279,#N/A,65466.84,#N/A,#N/A
