Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-07-17 00:00:00-04:00,1404.6,1421.3,1404.6,1421.3,6,0.0,0.0
2019-07-18 00:00:00-04:00,1422.3,1444.2,1419.5,1426.1,66,0.0,0.0
2019-07-19 00:00:00-04:00,1440.5,1442.0,1425.1,1425.1,22,0.0,0.0
2019-07-22 00:00:00-04:00,1425.3,1425.3,1424.0,1425.3,1,0.0,0.0
2019-07-23 00:00:00-04:00,1418.6,1421.3,1416.3,1420.1,5,0.0,0.0
2019-07-24 00:00:00-04:00,1422.8,1422.8,1422.8,1422.8,20,0.0,0.0
2019-07-25 00:00:00-04:00,1413.9,1413.9,1413.9,1413.9,4,0.0,0.0
2019-07-26 00:00:00-04:00,1422.8,1423.0,1418.5,1418.5,5,0.0,0.0
2019-07-29 00:00:00-04:00,1419.6,1419.6,1419.6,1419.6,224267,0.0,0.0
2019-07-30 00:00:00-04:00,1426.3,1433.9,1422.1,1429.7,73874,0.0,0.0
2019-07-31 00:00:00-04:00,1431.3,1435.8,1411.2,1426.1,3294,0.0,0.0
2019-08-01 00:00:00-04:00,1411.3,1445.2,1400.9,1420.9,2431,0.0,0.0
